OBJECTID,GPS_DATE,REASONCODE,SIGNCLASS,SIGNTYPE,FACETYPE,SIGNSIZE,DIRFACING,SIDEOFSTREET,SUPPORTBASE,SUPPORTMATERIAL,SUPPORTTYPE,OWNER,COMMENTS,X_COORD,Y_COORD,GISOBJID,D7IDESCRIPTION,D7IASSIGNEDTO,D7IDATECREATED,D7IDATEMODIFIED,D7IDATEINACTIVE,D7IEQUIPMENTID,D7IPARENTID,Shape
6803,2/20/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,OTHER,WEST,Null,Null,Null,Null,CITY,Null,1772830,859328,305116,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20012622,10160862,Point
6947,2/20/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1774185,859220,305288,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20012794,10160987,Point
6948,2/20/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1774185,859220,305289,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20012795,10160987,Point
7170,2/19/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1771731,852723,305549,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013055,10161181,Point
7171,2/19/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,OTHER,SOUTH,Null,Null,Null,Null,STATE,Null,1771731,852723,305550,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20013056,10161181,Point
7178,2/20/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1772425,853709,305558,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013064,10161188,Point
7179,2/20/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,OTHER,SOUTH,Null,Null,Null,Null,STATE,Null,1772425,853709,305559,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20013065,10161188,Point
7263,2/20/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1772687,854502,305661,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013167,10161272,Point
7264,2/20/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1772687,854502,305662,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20013168,10161272,Point
7274,2/19/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1771601,855072,305674,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013180,10161281,Point
7275,2/19/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1771601,855072,305675,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20013181,10161281,Point
7289,2/19/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1770860,855184,305694,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013200,10161296,Point
7290,2/19/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1770824,855276,305695,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013201,10161297,Point
7291,2/19/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1770824,855276,305696,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20013202,10161297,Point
7309,2/19/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1771624,852727,305716,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013222,10161314,Point
7341,2/19/2020 7:18:53 PM,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1771276,852247,305754,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013260,10161339,Point
7463,2/18/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1771012,856381,305888,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013394,10161441,Point
7464,2/18/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,OTHER,SOUTH,Null,Null,Null,Null,CITY,Null,1771012,856381,305889,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20013395,10161441,Point
7465,2/18/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1770964,856331,305890,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013396,10161442,Point
7501,2/19/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1771017,857137,305933,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013439,10161472,Point
7502,2/19/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,OTHER,SOUTH,Null,Null,Null,Null,CITY,Null,1771017,857137,305934,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20013440,10161472,Point
7504,2/19/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1770969,857218,305936,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013442,10161474,Point
7571,2/19/2020,Null,REGULATORY,R7-45R; NPAT RT BUS STOP,ENGINEER GRADE,12 X 30,SOUTH,Null,Null,Null,Null,CITY,Null,1771773,858657,306019,Street Sign Position: R7-45R; right arrow,0,12/15/2015,Null,Null,20013525,10161534,Point
7609,2/19/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1771087,858848,306061,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013567,10161567,Point
7649,2/19/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1771186,859423,306111,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013617,10161606,Point
7650,2/19/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1771186,859423,306112,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20013618,10161606,Point
7660,2/18/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1767704,852485,306122,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013628,10161615,Point
7661,2/18/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1767704,852485,306123,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20013629,10161615,Point
7687,2/18/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1766936,852701,306149,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013655,10161637,Point
7694,2/18/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1767010,853665,306156,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013662,10161643,Point
7708,2/18/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1767093,854819,306170,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013676,10161653,Point
7712,2/18/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,18 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1767249,857134,306174,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013680,10161656,Point
7734,2/18/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1768291,852458,306197,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013703,10161676,Point
7746,2/18/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1768402,853168,306209,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013715,10161683,Point
7750,2/18/2020,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1768514,853857,306214,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20013720,10161688,Point
8240,2/20/2020,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1773284,861110,306776,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20014282,10162110,Point
8241,2/20/2020,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,CITY,Null,1773284,861110,306777,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20014283,10162110,Point
8582,12/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1774610,862483,307206,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20014712,10162419,Point
8583,12/3/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,HIGH INTENSITY,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1774610,862483,307207,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20014713,10162419,Point
8587,12/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1775764,862738,307212,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20014718,10162423,Point
8588,12/3/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1775764,862738,307213,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20014719,10162423,Point
8602,12/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1776952,861999,307233,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20014739,10162438,Point
8603,12/3/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,STATE,Null,1776952,861999,307234,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20014740,10162438,Point
8608,12/3/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,STATE,Null,1775949,861019,307239,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20014745,10162443,Point
8609,12/3/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,WEST,Null,Null,Null,Null,STATE,Null,1775949,861019,307240,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20014746,10162443,Point
8702,11/5/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1777121,861431,307348,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20014854,10162516,Point
8715,10/31/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1777909,862837,307364,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20014870,10162530,Point
8728,10/31/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1779260,863174,307379,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20014885,10162541,Point
8751,11/5/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1779420,862661,307406,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20014912,10162561,Point
8756,11/5/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1779214,862215,307412,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20014918,10162567,Point
8772,11/5/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1778754,861121,307431,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20014937,10162584,Point
8804,11/5/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1777693,860884,307471,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20014977,10162614,Point
8805,11/5/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1777693,860884,307472,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20014978,10162614,Point
8831,12/3/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1774141,861839,307498,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015004,10162635,Point
8832,12/3/2019,Null,MISCELLANEOUS,BUS-2; BUS W EXTD SV,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,STATE,Null,1774141,861839,307499,Street Sign Position: BUS-2; BUS W EXTD SV,0,12/15/2015,Null,Null,20015005,10162635,Point
8877,12/3/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1771649,861168,307559,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015065,10162681,Point
8907,12/3/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1772618,861155,307596,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015102,10162707,Point
8908,12/3/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,EAST,Null,Null,Null,Null,CITY,Null,1772618,861155,307597,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20015103,10162707,Point
8947,6/17/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1767462,865108,307645,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015151,10162740,Point
8948,6/17/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,STATE,Null,1767462,865108,307646,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20015152,10162740,Point
8949,6/17/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1767685,864613,307647,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015153,10162741,Point
8950,6/17/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,STATE,Null,1767685,864613,307648,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20015154,10162741,Point
8967,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1769246,860509,307665,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015171,10162757,Point
8968,11/12/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,CITY,Null,1769246,860509,307666,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20015172,10162757,Point
8995,11/12/2019,Null,MISCELLANEOUS,BUS-2; BUS W EXTD SV,ENGINEER GRADE,12 X 24,EAST,Null,Null,Null,Null,CITY,Null,1770488,860868,307703,Street Sign Position: BUS-2; BUS W EXTD SV,0,12/15/2015,Null,Null,20015209,10162783,Point
9017,11/12/2019,Null,MISCELLANEOUS,BUS-2; BUS W EXTD SV,ENGINEER GRADE,12 X 24,EAST,Null,Null,Null,Null,CITY,Null,1766363,859739,307725,Street Sign Position: BUS-2; BUS W EXTD SV,0,12/15/2015,Null,Null,20015231,10162797,Point
9030,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1765152,863801,307738,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015244,10162806,Point
9035,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1764789,864946,307744,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015250,10162810,Point
9036,11/12/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1764789,864946,307745,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20015251,10162810,Point
9047,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1765745,865332,307759,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015265,10162821,Point
9061,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1767199,865812,307777,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015283,10162835,Point
9065,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1766929,866648,307782,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015288,10162839,Point
9066,11/12/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,STATE,Null,1766929,866648,307783,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20015289,10162839,Point
9068,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1766874,866611,307785,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015291,10162841,Point
9073,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1766213,866532,307790,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015296,10162846,Point
9075,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1765595,866450,307792,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015298,10162848,Point
9083,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1765630,863427,307802,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015308,10162855,Point
9088,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1764661,865779,307809,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015315,10162860,Point
9089,11/12/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1764661,865779,307810,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20015316,10162860,Point
9098,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1764602,866263,307822,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015328,10162869,Point
9284,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1766817,868104,308046,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015552,10163039,Point
9285,11/12/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,STATE,Null,1766817,868104,308047,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20015553,10163039,Point
9297,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1767123,865864,308061,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015567,10163051,Point
9298,11/12/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,STATE,Null,1767123,865864,308062,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20015568,10163051,Point
9371,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1769235,860971,308148,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015654,10163112,Point
9405,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1769017,862007,308192,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015698,10163140,Point
9409,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1768894,862222,308197,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015703,10163143,Point
9410,11/12/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,STATE,Null,1768894,862222,308198,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20015704,10163143,Point
9430,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1768572,863046,308224,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015730,10163161,Point
9431,11/12/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,STATE,Null,1768572,863046,308225,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20015731,10163161,Point
9455,6/4/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1768103,863865,308251,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015757,10163179,Point
9458,6/4/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,STATE,Null,1768053,863851,308255,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015761,10163182,Point
9459,6/4/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,NORTH,Null,Null,Null,Null,STATE,Null,1768053,863851,308256,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20015762,10163182,Point
9474,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1767844,864399,308274,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015780,10163194,Point
9475,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,STATE,Null,1767426,865307,308275,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015781,10163195,Point
9494,11/12/2019,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,NORTH,Null,Null,Null,Null,CITY,Null,1766204,864139,308298,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20015804,10163212,Point
9522,12/5/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1757675,860391,308328,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20015834,10163234,Point
9523,12/5/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,CITY,Null,1757675,860391,308329,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20015835,10163234,Point
9531,12/5/2019,Null,MISCELLANEOUS,BUS-1; FIXED ROUTE,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,PRIVATE,Null,1755991,862318,308338,Street Sign Position: BUS-1; fixed route,0,12/15/2015,Null,Null,20015844,10163241,Point
9532,12/5/2019,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,9 X 12,SOUTH,Null,Null,Null,Null,PRIVATE,Null,1755991,862318,308339,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20015845,10163241,Point
