OBJECTID,GPS_DATE,REASONCODE,SIGNCLASS,SIGNTYPE,FACETYPE,SIGNSIZE,DIRFACING,SIDEOFSTREET,SUPPORTBASE,SUPPORTMATERIAL,SUPPORTTYPE,OWNER,COMMENTS,X_COORD,Y_COORD,GISOBJID,D7IDESCRIPTION,D7IASSIGNEDTO,D7IDATECREATED,D7IDATEMODIFIED,D7IDATEINACTIVE,D7IEQUIPMENTID,D7IPARENTID,Shape
30279,6/25/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1772373,844755,333337,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20040843,10181574,Point
30280,6/25/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,OTHER,WEST,Null,Null,Null,Null,CITY,Null,1772373,844755,333338,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20040844,10181574,Point
30284,6/25/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1773278,844054,333342,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20040848,10181578,Point
30285,6/25/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,HIGH INTENSITY,OTHER,WEST,Null,Null,Null,Null,CITY,Null,1773278,844054,333343,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20040849,10181578,Point
30315,6/26/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1773752,843729,333375,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20040881,10181603,Point
30316,6/26/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1773764,843677,333376,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20040882,10181604,Point
30323,6/26/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1774184,843401,333383,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20040889,10181610,Point
30327,6/26/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1774248,843287,333387,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20040893,10181612,Point
30328,6/26/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1774248,843287,333388,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20040894,10181612,Point
30331,6/26/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1774570,843186,333391,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20040897,10181615,Point
30332,6/26/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1774570,843186,333392,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20040898,10181615,Point
30339,6/26/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1774878,843158,333399,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20040905,10181621,Point
30340,6/26/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1774878,843158,333400,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20040906,10181621,Point
30343,6/26/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1774983,843194,333403,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20040909,10181624,Point
30348,6/26/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1775383,843011,333408,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20040914,10181629,Point
30349,6/26/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1775383,843011,333409,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20040915,10181629,Point
30350,6/26/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1775496,843027,333410,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20040916,10181630,Point
30351,6/26/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,12 X 18,EAST,Null,Null,Null,Null,CITY,Null,1775496,843027,333411,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20040917,10181630,Point
30356,6/26/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1776092,842759,333416,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20040922,10181634,Point
30357,6/26/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1776092,842759,333417,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20040923,10181634,Point
30363,6/26/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1776719,842707,333423,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20040929,10181639,Point
30364,6/26/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1776719,842707,333424,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20040930,10181639,Point
30366,6/26/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1777087,842678,333426,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20040932,10181641,Point
30367,6/26/2003,Null,MISCELLANEOUS,BUS-1A; EXTD SVS TAB,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1777087,842678,333427,Street Sign Position: BUS-1a; extd svs tab,0,12/15/2015,Null,Null,20040933,10181641,Point
30370,6/26/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,WEST,Null,Null,Null,Null,CITY,Null,1777613,842636,333430,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20040936,10181643,Point
30387,6/26/2003,Null,MISCELLANEOUS,BUS; GTA BUS STOP,ENGINEER GRADE,12 X 18,SOUTH,Null,Null,Null,Null,CITY,Null,1777847,843071,333449,Street Sign Position: BUS; gta bus stop,0,12/15/2015,Null,Null,20040955,10181660,Point
