OBJECTID,SHAPE,inci_id,date_occu,address,description,type,X_Coord,Y_Coord,category,NIBRS_Code
693,Point,20191212024,12/12/2019 1:00:00 AM,1500 NEW GARDEN RD,Trespass of Real Property,Group B,1739235.311539,859879.802429,Group B,90J
758,Point,20191213182,12/13/2019 6:01:35 PM,100 W MEADOWVIEW RD,Trespass of Real Property,Group B,1765952.913699,834182.018704,Group B,90J
937,Point,20191216358,12/16/2019 11:02:01 PM,2400 E MARKET ST,Trespass of Real Property,Group B,1776486.460009,847660.159823,Group B,90J
1062,Point,20191219043,12/19/2019 6:40:24 AM,500 JULIAN ST,Trespass of Real Property,Group B,1767946.153566,841750.131199,Group B,90J
1109,Point,20191220050,12/20/2019 8:29:00 AM,2100 PYRAMIDS VILLAGE BLVD,Trespass of Real Property,Group B,1777220.226829,860392.211587,Group B,90J
1142,Point,20191220197,12/20/2019 5:45:00 PM,3900 W MARKET ST,Trespass of Real Property,Group B,1748399.510958,845419.982198,Group B,90J
1170,Point,20191221004,12/21/2019 12:14:59 AM,2900 PATTERSON ST,Trespass of Real Property,Group B,1750489.465654,840654.806786,Group B,90J
1181,Point,20191221037,12/21/2019 2:46:00 AM,400 S SWING RD,Trespass of Real Property,Group B,1730959.663895,844712.406812,Group B,90J
1201,Point,20191221097,12/21/2019 12:00:00 PM,0 PAI PKWY,Trespass of Real Property,Group B,1716383.880288,846440.458673,Group B,90J
1247,Point,20191222037,12/22/2019 3:46:40 AM,1100 MAGNOLIA ST,Trespass of Real Property,Group B,1767180.772563,851154.491247,Group B,90J
1289,Point,20191223034,12/23/2019 7:21:00 AM,1100 SUMMIT AV,Trespass of Real Property,Group B,1771235.189917,852078.225135,Group B,90J
1456,Point,20191227061,12/27/2019 9:29:10 AM,3600 REHOBETH CHURCH RD,Trespass of Real Property,Group B,1757708.38283,828924.215874,Group B,90J
1493,Point,20191227251,12/27/2019 10:41:47 PM,300 E WHITTINGTON ST,Trespass of Real Property,Group B,1767024.16147,841193.524789,Group B,90J
1512,Point,20191228036,12/28/2019 4:00:00 AM,3100 SPRING GARDEN ST,Trespass of Real Property,Group B,1750351.341151,842425.087672,Group B,90J
1544,Point,20191228180,12/28/2019 7:27:00 PM,400 FOUR SEASONS TOWN CTR,Trespass of Real Property,Group B,1751626.466621,834085.934115,Group B,90J
1861,Point,20200103190,1/3/2020 11:00:00 AM,0 PRINTERS LN,Trespass of Real Property,Group B,1734056.572294,828137.176338,Group B,90J
1951,Point,20200105062,1/5/2020 11:02:49 AM,6000 LANDMARK CENTER BLVD,Trespass of Real Property,Group B,1736828.787038,838832.776995,Group B,90J
1965,Point,20200105134,1/5/2020 6:00:35 PM,5600 W FRIENDLY AV,Trespass of Real Property,Group B,1738394.977357,852589.646293,Group B,90J
2032,Point,20200107226,1/6/2020 5:00:00 PM,3300 TRENT ST,Trespass of Real Property,Group B,1776972.797166,863293.499311,Group B,90J
2042,Point,20200106221,1/6/2020 7:00:14 PM,400 FOUR SEASONS TOWN CTR,Trespass of Real Property,Group B,1751626.466621,834085.934115,Group B,90J
2070,Point,20200107025,1/7/2020 3:30:01 AM,2700 MARTINSVILLE RD/LANE RD,Trespass of Real Property,Group B,1755105.223944,860586.995053,Group B,90J
2205,Point,20200109113,1/9/2020 11:40:00 AM,200 AVALON RD,Trespass of Real Property,Group B,1776599.202915,846411.77542,Group B,90J
2235,Point,20200109304,1/9/2020 11:11:49 PM,1300 PEARSON ST,Trespass of Real Property,Group B,1768343.028861,840920.481195,Group B,90J
2261,Point,20200110145,1/10/2020 1:34:00 PM,3900 NACO RD,Trespass of Real Property,Group B,1782443.758207,848759.283253,Group B,90J
2356,Point,20200112121,1/12/2020 10:14:00 AM,7600 PARDUE CT,Trespass of Real Property,Group B,1717536.152631,846543.544902,Group B,90J
2454,Point,20200113199,1/13/2020 7:30:00 PM,3200 S HOLDEN RD,Trespass of Real Property,Group B,1749582.536604,828082.126763,Group B,90J
2465,Point,20200113240,1/13/2020 11:10:00 PM,300 W GATE CITY BLVD,Trespass of Real Property,Group B,1764870.147499,843410.748606,Group B,90J
2466,Point,20200113237,1/13/2020 11:16:43 PM,3100 YANCEYVILLE ST,Trespass of Real Property,Group B,1770971.411228,861048.723188,Group B,90J
2476,Point,20200114014,1/14/2020 1:13:18 AM,300 W GATE CITY BLVD,Trespass of Real Property,Group B,1764870.147499,843410.748606,Group B,90J
2494,Point,20200114148,1/14/2020 1:55:00 PM,2300 APACHE ST,Trespass of Real Property,Group B,1776634.320022,845316.641216,Group B,90J
2610,Point,20200116115,1/16/2020 10:58:01 AM,100 GREENBRIAR RD,Trespass of Real Property,Group B,1766916.542298,866605.697265,Group B,90J
2644,Point,20200117187,1/16/2020 10:17:00 PM,200 N DAVIE ST,Trespass of Real Property,Group B,1766837.942743,846569.136395,Group B,90J
2651,Point,20200117004,1/17/2020 12:04:26 AM,3900 N CHURCH ST,Trespass of Real Property,Group B,1766816.986136,868683.56165,Group B,90J
2678,Point,20200117216,1/17/2020 3:39:11 PM,3200 YANCEYVILLE ST,Trespass of Real Property,Group B,1771073.229006,862198.253545,Group B,90J
2701,Point,20200118051,1/17/2020 10:00:00 PM,200 N DAVIE ST,Trespass of Real Property,Group B,1766837.942743,846569.136395,Group B,90J
2717,Point,20200118066,1/18/2020 9:48:51 AM,2800 S ELM-EUGENE ST,Trespass of Real Property,Group B,1765975.58565,834138.999058,Group B,90J
2735,Point,20200118198,1/18/2020 7:20:19 PM,500 HOUSTON ST,Trespass of Real Property,Group B,1763826.239895,843923.474241,Group B,90J
2740,Point,20200118238,1/18/2020 11:00:00 PM,5400 SAPP RD,Trespass of Real Property,Group B,1732005.162026,839990.383335,Group B,90J
2799,Point,20200120010,1/20/2020 12:38:00 AM,2600 MERRITT DR,Trespass of Real Property,Group B,1745117.509688,831572.561999,Group B,90J
2893,Point,20200122008,1/21/2020 11:28:23 PM,3900 N CHURCH ST,Trespass of Real Property,Group B,1766816.986136,868683.56165,Group B,90J
2925,Point,20200122187,1/22/2020 3:42:31 PM,2400 W FRIENDLY AV,Trespass of Real Property,Group B,1755540.878275,849258.837847,Group B,90J
2988,Point,20200123250,1/23/2020 7:52:00 PM,400 FOUR SEASONS TOWN CTR,Trespass of Real Property,Group B,1751626.466621,834085.934115,Group B,90J
3000,Point,20200124004,1/24/2020 12:10:08 AM,1200 MARTIN LUTHER KING JR DR,Trespass of Real Property,Group B,1768112.561507,840227.09887,Group B,90J
3057,Point,20200128076,1/25/2020 12:28:44 PM,1300 DORSEY ST,Trespass of Real Property,Group B,1749902.619501,840201.792193,Group B,90J
3059,Point,20200125121,1/25/2020 1:56:00 PM,100 PISGAH CHURCH RD,Trespass of Real Property,Group B,1766777.404455,868643.337399,Group B,90J
3079,Point,20200125169,1/25/2020 6:28:38 PM,400 FOUR SEASONS TOWN CTR,Trespass of Real Property,Group B,1751626.466621,834085.934115,Group B,90J
3098,Point,20200126015,1/26/2020 12:29:19 AM,3800 NASH ST,Trespass of Real Property,Group B,1780059.475217,848192.459339,Group B,90J
3193,Point,20200127294,1/27/2020 10:51:24 PM,3200 S HOLDEN RD,Trespass of Real Property,Group B,1749582.536604,828082.126763,Group B,90J
3239,Point,20200128321,1/28/2020 8:03:00 PM,900 BENJAMIN BENSON ST,Trespass of Real Property,Group B,1770636.095036,841960.047626,Group B,90J
3310,Point,20200130114,1/30/2020 8:50:00 AM,2400 W FRIENDLY AV,Trespass of Real Property,Group B,1755540.878275,849258.837847,Group B,90J
3370,Point,20200131065,1/31/2020 7:26:00 AM,4600 W MARKET ST,Trespass of Real Property,Group B,1745326.504431,845576.33795,Group B,90J
3505,Point,20200202232,2/2/2020 10:26:10 PM,3200 S HOLDEN RD,Trespass of Real Property,Group B,1749582.536604,828082.126763,Group B,90J
3547,Point,20200203181,2/3/2020 3:58:00 PM,1000 MARTIN ST,Trespass of Real Property,Group B,1701009.328038,799386.833948,Group B,90J
3554,Point,20200203210,2/3/2020 5:20:58 PM,3200 S HOLDEN RD,Trespass of Real Property,Group B,1749582.536604,828082.126763,Group B,90J
3576,Point,20200203254,2/4/2020 2:40:28 AM,600 SHARING TER,Trespass of Real Property,Group B,1783461.321464,846777.509472,Group B,90J
3676,Point,20200205310,2/5/2020 9:35:27 PM,1200 MARTIN LUTHER KING JR DR,Trespass of Real Property,Group B,1768112.561507,840227.09887,Group B,90J
3709,Point,20200206205,2/6/2020 6:46:07 PM,6100 ARCADIA DR,Trespass of Real Property,Group B,1734423.269917,855073.876969,Group B,90J
3724,Point,20200207020,2/7/2020 1:15:00 AM,3900 N CHURCH ST,Trespass of Real Property,Group B,1766816.986136,868683.56165,Group B,90J
3784,Point,20200208018,2/8/2020 1:18:04 AM,600 GREEN VALLEY RD,Trespass of Real Property,Group B,1754711.159827,850000.022638,Group B,90J
3825,Point,20200208210,2/8/2020 5:58:00 PM,400 FOUR SEASONS TOWN CTR,Trespass of Real Property,Group B,1751626.466621,834085.934115,Group B,90J
3835,Point,20200208231,2/8/2020 10:06:51 PM,300 E CORNWALLIS DR,Trespass of Real Property,Group B,1767943.371627,857087.402418,Group B,90J
4013,Point,20200212050,2/12/2020 7:13:00 AM,1200 N ELM ST,Trespass of Real Property,Group B,1766899.531424,852280.495155,Group B,90J
4027,Point,20200212169,2/12/2020 12:29:17 PM,600 MARTIN LUTHER KING JR DR,Trespass of Real Property,Group B,1767794.201852,842502.465846,Group B,90J
4047,Point,20200212237,2/12/2020 4:21:00 PM,5300 W MARKET ST,Trespass of Real Property,Group B,1739168.859269,845880.654361,Group B,90J
4079,Point,20200213040,2/13/2020 3:06:30 AM,1200 N ELM ST,Trespass of Real Property,Group B,1766899.531424,852280.495155,Group B,90J
4130,Point,20200214032,2/14/2020 12:52:00 AM,3000 E BESSEMER AV,Trespass of Real Property,Group B,1779294.950006,850667.553974,Group B,90J
4195,Point,20200215015,2/15/2020 12:57:36 AM,1100 SUMMIT AV,Trespass of Real Property,Group B,1771235.189917,852078.225135,Group B,90J
4212,Point,20200215133,2/15/2020 1:00:16 PM,5700 W GATE CITY BLVD,Trespass of Real Property,Group B,1735376.4226,826286.064183,Group B,90J
4307,Point,20200216207,2/16/2020 10:53:00 PM,3000 E MARKET ST,Trespass of Real Property,Group B,1780261.736564,850050.639044,Group B,90J
4364,Point,20200218025,2/18/2020 4:38:01 AM,1100 SUMMIT AV,Trespass of Real Property,Group B,1771235.189917,852078.225135,Group B,90J
4437,Point,20200219121,2/19/2020 10:08:00 AM,100 PISGAH CHURCH RD,Trespass of Real Property,Group B,1766777.404455,868643.337399,Group B,90J
4527,Point,20200220292,2/20/2020 7:08:00 PM,1200 N ELM ST,Trespass of Real Property,Group B,1766899.531424,852280.495155,Group B,90J
4686,Point,20200223194,2/23/2020 9:00:00 PM,3000 W GATE CITY BLVD,Trespass of Real Property,Group B,1752952.496316,837590.817257,Group B,90J
4703,Point,20200224033,2/24/2020 4:17:47 AM,1100 SUMMIT AV,Trespass of Real Property,Group B,1771235.189917,852078.225135,Group B,90J
4706,Point,20200224062,2/24/2020 8:00:00 AM,4400 W WENDOVER AV,Trespass of Real Property,Group B,1735575.312098,840486.518163,Group B,90J
4830,Point,20200225279,2/25/2020 10:45:00 PM,600 S ELM ST,Trespass of Real Property,Group B,1702397.377795,801611.838184,Group B,90J
4884,Point,20200227008,2/26/2020 10:06:45 PM,4400 BRANDT RIDGE DR,Trespass of Real Property,Group B,1749444.734452,870979.08383,Group B,90J
4928,Point,20200227246,2/27/2020 4:55:38 PM,2400 W FRIENDLY AV,Trespass of Real Property,Group B,1755540.878275,849258.837847,Group B,90J
4935,Point,20200227300,2/27/2020 8:49:01 PM,2400 COLISEUM BLVD,Trespass of Real Property,Group B,1757834.351972,836109.886852,Group B,90J
4992,Point,20200229164,2/28/2020 5:00:00 PM,2700 COTTAGE PL,Trespass of Real Property,Group B,1755700.082014,870503.370099,Group B,90J
5046,Point,20200229181,2/29/2020 6:39:00 PM,4200 W GATE CITY BLVD,Trespass of Real Property,Group B,1745239.427266,833479.576363,Group B,90J
5174,Point,20200303007,3/3/2020 1:05:51 AM,2600 GREENGATE DR,Trespass of Real Property,Group B,1763834.455299,829231.889158,Group B,90J
5264,Point,20200304196,3/4/2020 2:01:56 PM,4400 REHOBETH CHURCH RD,Trespass of Real Property,Group B,1757939.004082,823032.740069,Group B,90J
5314,Point,20200305079,3/5/2020 10:15:00 AM,2900 S ELM-EUGENE ST,Trespass of Real Property,Group B,1766003.777688,832534.361557,Group B,90J
5371,Point,20200306018,3/6/2020 1:16:27 AM,3300 BECK ST,Trespass of Real Property,Group B,1777788.273966,850188.92881,Group B,90J
5381,Point,20200306123,3/6/2020 9:29:00 AM,1600 W FLORIDA ST,Trespass of Real Property,Group B,1758430.092006,838907.032826,Group B,90J
5407,Point,20200306272,3/6/2020 6:27:00 PM,1700 SPRING GARDEN ST,Trespass of Real Property,Group B,1757889.039441,843103.344918,Group B,90J
5408,Point,20200306271,3/6/2020 6:29:14 PM,800 E MARKET ST,Trespass of Real Property,Group B,1768844.36794,845981.365827,Group B,90J
5510,Point,20200308183,3/8/2020 10:55:23 PM,4700 LAWNDALE DR,Trespass of Real Property,Group B,1754006.493441,870866.107354,Group B,90J
5518,Point,20200309008,3/9/2020 1:20:15 AM,2300 PHILLIPS AV,Trespass of Real Property,Group B,1778851.624808,854956.19515,Group B,90J
5563,Point,20200309235,3/9/2020 5:00:00 PM,3500 SUMMIT AV,Trespass of Real Property,Group B,1774735.738384,865361.835931,Group B,90J
5566,Point,20200309252,3/9/2020 6:23:57 PM,4600 W MARKET ST,Trespass of Real Property,Group B,1745326.504431,845576.33795,Group B,90J
5651,Point,20200311037,3/11/2020 5:08:30 AM,1100 SUMMIT AV,Trespass of Real Property,Group B,1771235.189917,852078.225135,Group B,90J
5670,Point,20200311182,3/11/2020 1:51:00 PM,800 E MARKET ST,Trespass of Real Property,Group B,1768844.36794,845981.365827,Group B,90J
5686,Point,20200311256,3/11/2020 5:37:08 PM,800 W FLORIDA ST,Trespass of Real Property,Group B,1761972.269975,838862.005676,Group B,90J
5763,Point,20200312255,3/12/2020 9:44:00 PM,800 DILLARD ST,Trespass of Real Property,Group B,1762564.879256,842532.356734,Group B,90J
5825,Point,20200313291,3/13/2020 11:14:30 PM,1100 SUMMIT AV,Trespass of Real Property,Group B,1771235.189917,852078.225135,Group B,90J
5845,Point,20200317042,3/14/2020 6:11:00 AM,1100 W GATE CITY BLVD,Trespass of Real Property,Group B,1760800.111412,842864.065011,Group B,90J
5922,Point,20200315136,3/15/2020 5:00:40 PM,200 E WASHINGTON ST,Trespass of Real Property,Group B,1766772.670116,845353.697134,Group B,90J
5935,Point,20200315232,3/15/2020 10:51:21 PM,200 SHAW ST,Trespass of Real Property,Group B,1774414.573591,847149.156733,Group B,90J
5980,Point,20200316231,3/16/2020 9:18:01 PM,1200 N ELM ST,Trespass of Real Property,Group B,1766899.531424,852280.495155,Group B,90J
5996,Point,20200317054,3/17/2020 8:19:05 AM,1200 N ELM ST,Trespass of Real Property,Group B,1766899.531424,852280.495155,Group B,90J
6019,Point,20200317155,3/17/2020 5:55:37 PM,600 MARTIN LUTHER KING JR DR,Trespass of Real Property,Group B,1767794.201852,842502.465846,Group B,90J
6025,Point,20200317194,3/17/2020 7:00:00 PM,400 W GATE CITY BLVD,Trespass of Real Property,Group B,1764246.98948,843324.945583,Group B,90J
6044,Point,20200318033,3/18/2020 5:43:34 AM,1400 W GATE CITY BLVD,Trespass of Real Property,Group B,1759630.299383,842699.39103,Group B,90J
6072,Point,20200318245,3/18/2020 7:30:00 PM,5300 HIGH POINT RD,Trespass of Real Property,Group B,1739506.459424,827347.934309,Group B,90J
6177,Point,20200320168,3/20/2020 7:38:33 PM,3700 BATTLEGROUND AV,Trespass of Real Property,Group B,1747743.783145,867333.302145,Group B,90J
6209,Point,20200321040,3/21/2020 5:28:39 AM,800 MARSH ST,Trespass of Real Property,Group B,1762765.28039,839618.529783,Group B,90J
6210,Point,20200321051,3/21/2020 7:30:00 AM,900 LLANO PL,Trespass of Real Property,Group B,1777892.863704,841906.837587,Group B,90J
6239,Point,20200321133,3/21/2020 5:49:29 PM,2400 W FRIENDLY AV,Trespass of Real Property,Group B,1755540.878275,849258.837847,Group B,90J
6250,Point,20200321153,3/21/2020 8:16:45 PM,4700 W MARKET ST,Trespass of Real Property,Group B,1743264.652175,845407.416237,Group B,90J
6294,Point,20200322181,3/22/2020 9:07:34 PM,5800 OLD OAK RIDGE RD,Trespass of Real Property,Group B,1735799.567107,857585.474465,Group B,90J
6309,Point,20200323049,3/23/2020 8:15:00 AM,3600 REHOBETH CHURCH RD,Trespass of Real Property,Group B,1757708.38283,828924.215874,Group B,90J
6323,Point,20200323096,3/23/2020 12:44:00 PM,1700 MCKNIGHT MILL RD,Trespass of Real Property,Group B,1775549.213504,862660.89595,Group B,90J
6347,Point,20200323199,3/23/2020 8:06:38 PM,100 W ELMSLEY DR,Trespass of Real Property,Group B,1765607.300699,821579.839927,Group B,90J
6349,Point,20200323196,3/23/2020 8:37:00 PM,2800 RANDLEMAN RD,Trespass of Real Property,Group B,1762615.24269,827868.566855,Group B,90J
6393,Point,20200324144,3/24/2020 3:52:54 PM,100 W ELMSLEY DR,Trespass of Real Property,Group B,1765607.300699,821579.839927,Group B,90J
6427,Point,20200325025,3/25/2020 4:21:24 AM,1100 SUMMIT AV,Trespass of Real Property,Group B,1771235.189917,852078.225135,Group B,90J
6475,Point,20200325200,3/25/2020 9:02:11 PM,3600 W GATE CITY BLVD,Trespass of Real Property,Group B,1749129.879625,834581.816589,Group B,90J
6528,Point,20200326195,3/26/2020 6:30:00 PM,1000 UNION ST,Trespass of Real Property,Group B,1761360.382332,842580.864716,Group B,90J
6552,Point,20200327023,3/27/2020 2:50:00 AM,1200 N ELM ST,Trespass of Real Property,Group B,1766899.531424,852280.495155,Group B,90J
6601,Point,20200328231,3/27/2020 10:39:00 PM,1600 RANKIN RD,Trespass of Real Property,Group B,1774757.472009,865329.828005,Group B,90J
6724,Point,20200330124,3/30/2020 3:03:00 PM,8700 W MARKET ST,Trespass of Real Property,Group B,1711545.108019,856375.526463,Group B,90J
6805,Point,20200401012,4/1/2020 2:33:00 AM,1100 SUMMIT AV,Trespass of Real Property,Group B,1771235.189917,852078.225135,Group B,90J
6852,Point,20200401154,4/1/2020 7:55:52 PM,2400 W FRIENDLY AV,Trespass of Real Property,Group B,1755540.878275,849258.837847,Group B,90J
6853,Point,20200401157,4/1/2020 8:03:00 PM,3500 N CHURCH ST,Trespass of Real Property,Group B,1767248.557551,865662.916488,Group B,90J
6881,Point,20200402066,4/2/2020 11:57:00 AM,1000 CRANBROOK ST,Trespass of Real Property,Group B,1746300.531852,840713.936056,Group B,90J
6937,Point,20200403112,4/3/2020 5:30:14 PM,3600 BREVARD ST,Trespass of Real Property,Group B,1747736.044195,842539.730352,Group B,90J
6965,Point,20200404067,4/4/2020 12:29:31 PM,2800 S ELM-EUGENE ST,Trespass of Real Property,Group B,1765975.58565,834138.999058,Group B,90J
6985,Point,20200404150,4/4/2020 10:45:00 PM,2400 W FRIENDLY AV,Trespass of Real Property,Group B,1755540.878275,849258.837847,Group B,90J
6998,Point,20200405026,4/5/2020 6:33:00 AM,2400 16TH ST,Trespass of Real Property,Group B,1778500.746241,860007.171964,Group B,90J
7031,Point,20200405097,4/5/2020 4:24:34 PM,3200 N O HENRY BLVD,Trespass of Real Property,Group B,1777813.068557,862804.357042,Group B,90J
7108,Point,20200407011,4/7/2020 3:02:00 AM,1100 SUMMIT AV,Trespass of Real Property,Group B,1771235.189917,852078.225135,Group B,90J
7157,Point,20200408042,4/8/2020 8:51:08 AM,3100 RANDLEMAN RD,Trespass of Real Property,Group B,1761946.289308,823690.383399,Group B,90J
7158,Point,20200408040,4/8/2020 8:55:38 AM,3600 REHOBETH CHURCH RD,Trespass of Real Property,Group B,1757708.38283,828924.215874,Group B,90J
7177,Point,20200408150,4/8/2020 5:03:17 PM,1800 WILLORA ST,Trespass of Real Property,Group B,1759177.026943,835815.664509,Group B,90J
7185,Point,20200408168,4/8/2020 6:30:38 PM,3200 S HOLDEN RD,Trespass of Real Property,Group B,1749582.536604,828082.126763,Group B,90J
7222,Point,20200409035,4/9/2020 6:16:00 AM,4200 DOGWOOD DR,Trespass of Real Property,Group B,1747847.178916,851745.448269,Group B,90J
7255,Point,20200409164,4/9/2020 4:54:00 PM,3700 BATTLEGROUND AV,Trespass of Real Property,Group B,1747743.783145,867333.302145,Group B,90J
7258,Point,20200409179,4/9/2020 6:11:10 PM,3200 S HOLDEN RD,Trespass of Real Property,Group B,1749582.536604,828082.126763,Group B,90J
7274,Point,20200409226,4/9/2020 10:45:00 PM,2400 W FRIENDLY AV,Trespass of Real Property,Group B,1755540.878275,849258.837847,Group B,90J
7276,Point,20200409224,4/9/2020 11:04:26 PM,3200 S HOLDEN RD,Trespass of Real Property,Group B,1749582.536604,828082.126763,Group B,90J
7329,Point,20200410162,4/10/2020 11:30:00 PM,1200 N ELM ST,Trespass of Real Property,Group B,1766899.531424,852280.495155,Group B,90J
7498,Point,20200414019,4/14/2020 3:06:05 AM,700 WALTER REED DR,Trespass of Real Property,Group B,1756692.565998,849937.289623,Group B,90J
7561,Point,20200415121,4/15/2020 1:28:09 PM,400 W MEADOWVIEW RD,Trespass of Real Property,Group B,1763308.582709,834229.688669,Group B,90J
7585,Point,20200415224,4/15/2020 9:19:29 PM,300 AVALON RD,Trespass of Real Property,Group B,1776608.279806,845880.938166,Group B,90J
7639,Point,20200417028,4/17/2020 7:12:00 AM,300 E WENDOVER AV,Trespass of Real Property,Group B,1767612.523797,851757.749835,Group B,90J
7706,Point,20200418065,4/18/2020 1:50:00 PM,1100 SUMMIT AV,Trespass of Real Property,Group B,1771235.189917,852078.225135,Group B,90J
7787,Point,20200420001,4/19/2020 11:27:05 PM,1600 SPRING GARDEN ST,Trespass of Real Property,Group B,1758986.38132,843443.656929,Group B,90J
7788,Point,20200420002,4/19/2020 11:31:27 PM,3900 N CHURCH ST,Trespass of Real Property,Group B,1766816.986136,868683.56165,Group B,90J
7802,Point,20200420049,4/20/2020 9:30:00 AM,3900 W MARKET ST,Trespass of Real Property,Group B,1748399.510958,845419.982198,Group B,90J
7804,Point,20200420058,4/20/2020 10:36:09 AM,300 S ELM ST,Trespass of Real Property,Group B,1702120.439693,803484.688879,Group B,90J
7898,Point,20200421201,4/21/2020 9:42:00 PM,4600 W MARKET ST,Trespass of Real Property,Group B,1745326.504431,845576.33795,Group B,90J
7915,Point,20200422071,4/22/2020 11:09:36 AM,2100 PYRAMIDS VILLAGE BLVD,Trespass of Real Property,Group B,1777220.226829,860392.211587,Group B,90J
7956,Point,20200422191,4/22/2020 10:09:34 PM,100 E SENECA RD,Trespass of Real Property,Group B,1766052.56322,832362.192502,Group B,90J
7989,Point,20200423185,4/23/2020 7:30:20 PM,3400 SPRING GARDEN ST/COAPMAN ST,Trespass of Real Property,Group B,1748196.697136,842005.988932,Group B,90J
8071,Point,20200425054,4/25/2020 5:22:36 AM,2100 W MEADOWVIEW RD,Trespass of Real Property,Group B,1752729.64543,836391.714403,Group B,90J
8142,Point,20200426109,4/26/2020 6:30:00 PM,800 OAK ST,Trespass of Real Property,Group B,1762031.417891,840004.87258,Group B,90J
8171,Point,20200427062,4/27/2020 9:15:00 AM,1200 N ELM ST,Trespass of Real Property,Group B,1766899.531424,852280.495155,Group B,90J
8295,Point,20200429187,4/29/2020 8:04:41 PM,1100 SUMMIT AV,Trespass of Real Property,Group B,1771235.189917,852078.225135,Group B,90J
8318,Point,20200430073,4/30/2020 10:44:00 AM,4600 W MARKET ST,Trespass of Real Property,Group B,1745326.504431,845576.33795,Group B,90J
8319,Point,20200430077,4/30/2020 10:44:00 AM,4600 W MARKET ST,Trespass of Real Property,Group B,1745326.504431,845576.33795,Group B,90J
8404,Point,20200502006,5/2/2020 12:14:26 AM,2400 W FRIENDLY AV,Trespass of Real Property,Group B,1755540.878275,849258.837847,Group B,90J
8439,Point,20200502131,5/2/2020 6:02:48 PM,2400 LAWNDALE DR,Trespass of Real Property,Group B,1758248.328366,856361.15445,Group B,90J
8511,Point,20200504012,5/4/2020 1:24:52 AM,3100 YANCEYVILLE ST,Trespass of Real Property,Group B,1770971.411228,861048.723188,Group B,90J
8517,Point,20200504019,5/4/2020 2:38:43 AM,2400 E MARKET ST,Trespass of Real Property,Group B,1776486.460009,847660.159823,Group B,90J
8560,Point,20200504212,5/4/2020 7:36:00 PM,300 W GATE CITY BLVD,Trespass of Real Property,Group B,1764870.147499,843410.748606,Group B,90J
8576,Point,20200504238,5/4/2020 11:03:34 PM,6100 TOWNSEND RD,Trespass of Real Property,Group B,1779960.682945,881324.0144,Group B,90J
8609,Point,20200505202,5/5/2020 4:39:00 PM,1600 RANKIN RD,Trespass of Real Property,Group B,1774757.472009,865329.828005,Group B,90J
8643,Point,20200506085,5/6/2020 10:47:00 AM,300 MONTROSE DR,Trespass of Real Property,Group B,1744063.495159,846578.978093,Group B,90J
8644,Point,20200506089,5/6/2020 10:58:00 AM,7600 THORNDIKE RD,Trespass of Real Property,Group B,1716623.256382,848123.014927,Group B,90J
8671,Point,20200507001,5/6/2020 11:18:00 PM,1100 SUMMIT AV,Trespass of Real Property,Group B,1771235.189917,852078.225135,Group B,90J
8721,Point,20200507210,5/7/2020 10:56:54 PM,1200 N ELM ST,Trespass of Real Property,Group B,1766899.531424,852280.495155,Group B,90J
8780,Point,20200509019,5/9/2020 2:24:36 AM,2100 W MEADOWVIEW RD,Trespass of Real Property,Group B,1752729.64543,836391.714403,Group B,90J
8797,Point,20200509083,5/9/2020 1:31:24 PM,100 W ELMSLEY DR,Trespass of Real Property,Group B,1765607.300699,821579.839927,Group B,90J
8859,Point,20200510134,5/10/2020 6:30:00 PM,2400 W FRIENDLY AV,Trespass of Real Property,Group B,1755540.878275,849258.837847,Group B,90J
8962,Point,20200516173,5/13/2020,5500 W MARKET ST,Trespass of Real Property,Group B,1737555.496228,847092.121672,Group B,90J
8999,Point,20200513169,5/13/2020 9:04:17 PM,800 W FLORIDA ST,Trespass of Real Property,Group B,1761972.269975,838862.005676,Group B,90J
9014,Point,20200514043,5/14/2020 8:30:42 AM,1500 WESTOVER TER,Trespass of Real Property,Group B,1759117.724862,853493.488027,Group B,90J
9036,Point,20200514125,5/14/2020 3:49:18 PM,800 RUGBY ST,Trespass of Real Property,Group B,1770892.745878,842606.082943,Group B,90J
9043,Point,20200514143,5/14/2020 4:44:19 PM,800 BURBANK ST,Trespass of Real Property,Group B,1771299.960231,842758.799485,Group B,90J
9047,Point,20200514159,5/14/2020 5:54:45 PM,2100 PYRAMIDS VILLAGE BLVD,Trespass of Real Property,Group B,1777220.226829,860392.211587,Group B,90J
9048,Point,20200514167,5/14/2020 6:13:00 PM,1100 SUMMIT AV,Trespass of Real Property,Group B,1771235.189917,852078.225135,Group B,90J
9054,Point,20200514182,5/14/2020 7:41:47 PM,1700 MCKNIGHT MILL RD,Trespass of Real Property,Group B,1775549.213504,862660.89595,Group B,90J
9071,Point,20200515050,5/15/2020 8:46:31 AM,1000 SUMMIT AV,Trespass of Real Property,Group B,1770592.400569,850903.252763,Group B,90J
9122,Point,20200516048,5/16/2020 8:15:00 AM,2100 W MEADOWVIEW RD,Trespass of Real Property,Group B,1752729.64543,836391.714403,Group B,90J
9211,Point,20200518115,5/18/2020 11:56:56 AM,1200 OAKLAND AV,Trespass of Real Property,Group B,1758950.26345,842891.789338,Group B,90J
9290,Point,20200520136,5/20/2020 3:34:00 PM,2800 ORANGE ST,Trespass of Real Property,Group B,1774980.447656,859865.83613,Group B,90J
