OBJECTID,Neighborhood,Tax_ID,Address,Owner_Agency,Acquisition_Date,Purchase_Price,Funding_Source,CONDEMNED,RESTRICTIONS,Current_Use,Sq_Footage,Mowable_Sq_Footage,Zoning,Deed_Book,Deed_Page,Property_Description,Notes,Neighborhood_Plan,Available_For_Sale,Disposotion_Date,ORIG_FID,More_Details,GlobalID,SHAPE
169,Willow Oaks,0021350,9 Willowside Cir,Greensboro Housing Development Partnership,12/30/2010,Null,Null,Null,Yes,Vacant Lot,3979.17601,3978,TN,007203,00993, 4 ZONE E PB 169-131 WILLOW OAKS,Null,https://www.greensboro-nc.gov/Home/ShowDocument?id=34370,Yes,Null,178,Null,{5FD1EF5B-BEE3-4D73-8DC5-EE918A271E1E},Point
170,Willow Oaks,0021341,11 Willowside Cir,Greensboro Housing Development Partnership,12/30/2010,Null,Null,Null,Yes,Vacant Lot,3053.089137,3052,TN,007203,00993,5 ZONE E PB 169-131 WILLOW OAKS,Null,https://www.greensboro-nc.gov/Home/ShowDocument?id=34370,Yes,Null,179,Null,{175408BD-73B2-4CAE-AAA9-11FD21EE5229},Point
171,Willow Oaks,0021348,15 Willowside Cir,Greensboro Housing Development Partnership,12/30/2010,Null,Null,Null,Yes,Null,3554.661559,3554,TN,007203,00993,6 ZONE E PB 169-131 WILLOW OAKS,Null,https://www.greensboro-nc.gov/Home/ShowDocument?id=34370,Yes,Null,180,Null,{03EE1A81-FA30-4E26-91B8-9B32CE59CEC1},Point
172,Willow Oaks,0021336,2133 2135 McConnell Rd,Greensboro Housing Development Partnership,12/30/2010,Null,Null,Null,Yes,Vacant Lot,5349.780862,2675,TN,007203,00993,9 ZONE E PB 169-131 WILLOW OAKS,2133 2135 MCCONNELL RD-1 LOT FOR DUPLEX,https://www.greensboro-nc.gov/Home/ShowDocument?id=34370,Yes,Null,181,Null,{CC449AF1-C462-4424-9BEB-FFCC29555299},Point
173,Willow Oaks,0021330,2141 2143 McConnell Rd,Greensboro Housing Development Partnership,12/30/2010,Null,Null,Null,Yes,Vacant Lot,5951.708533,2974,TN,007203,00993,12 ZONE E PB 169-131 WILLOW OAKS,2141 2143 MCCONNELL RD-1 LOT FOR DUPLEX,https://www.greensboro-nc.gov/Home/ShowDocument?id=34370,Yes,Null,182,Null,{6D5646E5-932B-4E70-A592-920B31917961},Point
174,Willow Oaks,0021331,1020 S. English St,Greensboro Housing Development Partnership,12/30/2010,Null,Null,Null,Yes,Vacant Lot,4930.187631,4930,TN,007203,00993,13 ZONE E PB 169-131 WILLOW OAKS,Null,https://www.greensboro-nc.gov/Home/ShowDocument?id=34370,Yes,Null,183,Null,{D71CD8F3-33E9-4B26-A976-5FE55896D5A8},Point
175,Willow Oaks,0021332,1018 S. English St,Greensboro Housing Development Partnership,12/30/2010,Null,Null,Null,Yes,Vacant Lot,7113.822144,7113,TN,007203,00993,14 ZONE E PB 169-131 WILLOW OAKS,Null,https://www.greensboro-nc.gov/Home/ShowDocument?id=34370,Yes,Null,184,Null,{9DC1B694-E657-49B4-8A66-854265F8A507},Point
176,Willow Oaks,0021349,2133 NEAR McConnell Rd,Redevelopment Commission of Greensboro,12/30/2010,Null,Null,Null,Yes,Vacant Lot,6462.911314,6463,TN,005606,00568,COMMON/PARK ZE PB 169-131 WILLOW OAKS,COMMON AREA-POCKET PARK,https://www.greensboro-nc.gov/Home/ShowDocument?id=34370,Yes,Null,185,Null,{06C67A87-D171-45B0-A3AC-357464F853FA},Point
177,Willow Oaks,0010614,699 Dorgan Ave,Greensboro Housing Development Partnership,12/30/2010,Null,Null,Null,Yes,Vacant Lot,4322.046319,6638,TN,007203,00993,15 PB 172-17 WILLOW OAKS ZONE D,IS THIS POSSIBLEY MEANT AS 699 DORGAN AVE??,https://www.greensboro-nc.gov/Home/ShowDocument?id=34370,Yes,Null,186,Null,{A65061A0-7F27-4C26-9C21-1EA992958ECB},Point
178,S. Elm Street,0000497,1015 S EUGENE ST,Redevelopment Commission of Greensboro,Null,Null,Null,Null,Null,Null,Null,Null,LI,005389,01429,PROPERTY_DESCR	PT TRI WARNERSVILLE PRJT III PB 50-81,Null,Null,Yes,Null,Null,Null,{0D3420B1-26DE-40A4-B33B-516175BC9CA3},Point
179,S. Elm Street,0001386,1201 S EUGENE ST,Redevelopment Commission of Greensboro,Null,Null,Null,Null,Null,Null,Null,Null,RM-18,Null,Null,2.72AC 1 PB109-133 ST JAMES HOME,Null,Null,Yes,Null,Null,Null,{49AF22AB-C23A-4D3B-B990-8CF9DAF40EE9},Point
